source,barcode,product_name,brand,categories,labels,label_tags,ecoscore_grade_clean,environmental_score,social_score,governance_score,ethics_score,overall_score,confidence_score,matched_labels,matched_score_groups,score_reasons,score_explanation,image_url
food,4056489209980,Crunchy Muesli Multi Fruit,Crownfield,"Crunchy cereal clusters, Crunchy mueslis with fruits","Green Dot, No colorings, Nutriscore","['en:green-dot', 'en:no-colorings', 'en:nutriscore']",b,70,50,50,50,58.0,55,[],[],[],Environmental baseline uses Eco-Score b. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/405/648/920/9980/front_en.93.400.jpg
food,5010029201246,Swiss Style Muesli,"Weetabix, Alpen","Bircher-style mueslis with fruits, Mueslis with nuts","Low or no sugar, Vegetarian, Low salt, Green Dot, High fibres, No added sugar, No palm oil, Nutriscore Grade A, Triman, 100% natural","['en:low-or-no-salt', 'en:low-or-no-sugar', 'en:vegetarian', 'en:low-salt', 'en:source-of-fibre', 'en:green-dot', 'en:high-fibres', 'en:no-added-sugar', 'en:no-palm-oil', 'en:nutriscore', 'en:nutriscore-grade-a', 'fr:triman', 'es:100\xa0% natural']",b,70,50,50,55,59.0,60,['Vegetarian'],['vegetarian_ethics'],"['Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']",Environmental baseline uses Eco-Score b. Matched 1 scoring signal(s): Vegetarian,https://images.openfoodfacts.org/images/products/501/002/920/1246/front_en.193.400.jpg
food,3033491235375,Activia bifidus cereales 120 g x 4 muesli,"Danone, Activia, Activia yoghurt cereals/fibres",Bifidus yogurts,"Green Dot, High fibres, Nutriscore Grade B, Triman","['en:source-of-fibre', 'en:green-dot', 'en:high-fibres', 'en:nutriscore', 'en:nutriscore-grade-b', 'fr:triman']",unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/303/349/123/5375/front_fr.145.400.jpg
food,5411188112709,Geröstete Mandel Ohne Zucker,alpro,Almond-based drinks,"Low fat, No gluten, No milk, Calcium source, Certified B Corporation, European Vegetarian Union Vegan, FSC Mix, low saturated fat, No dyes or preservatives, No sugar, Nutriscore Grade B, plant-based, The Vegan Society, Without sweeteners, Triman","['en:low-or-no-fat', 'en:low-or-no-sugar', 'en:vegetarian', 'en:low-fat', 'en:no-gluten', 'en:no-milk', 'en:no-preservatives', 'en:vegan', 'en:calcium-source', 'en:certified-b-corporation', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:fsc', 'en:fsc-mix', 'en:low-saturated-fat', 'en:no-colorings', 'en:no-dyes-or-preservatives', 'en:no-sugar', 'en:nutriscore', 'en:nutriscore-grade-b', 'en:plant-based', 'en:the-vegan-society', 'en:without-sweeteners', 'fr:triman']",b,75,56,60,69,66.8,100,"['Certified B Corporation', 'Vegan', 'FSC', 'Vegetarian']","['b_corp', 'vegan_ethics', 'sustainable_forestry', 'vegetarian_ethics']","['Certification evaluates a company’s social impact, governance practices, transparency, worker treatment, and environmental responsibility.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'FSC certification promotes responsible forest management, sustainable sourcing of wood and paper products, and protection of biodiversity and ecosystems.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score b. Matched 4 scoring signal(s): Certified B Corporation, Vegan, FSC, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/811/2709/front_en.927.400.jpg
food,5411188124689,Hafer Milch,alpro,"Oat-based drinks, haverdrink, plantaardige-drinks, plantaardige-zuivel-alternatieven, vegan-en-plantaardig, vegetarisch","No artificial sweeteners, No milk, Calcium source, Certified B Corporation, European Vegetarian Union Vegan, FSC Mix, Green Dot, High fibres, No dyes or preservatives, No sugar, Nutriscore Grade A, Vitamin B2 source, es:recicla-amarillo, es:recicla-marron, pt:fonte-de-vitamina-d2","['en:low-or-no-sugar', 'en:vegetarian', 'en:no-artificial-sweeteners', 'en:no-milk', 'en:no-preservatives', 'en:source-of-fibre', 'en:vegan', 'en:calcium-source', 'en:certified-b-corporation', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:fsc', 'en:fsc-mix', 'en:green-dot', 'en:high-fibres', 'en:no-colorings', 'en:no-dyes-or-preservatives', 'en:no-sugar', 'en:nutriscore', 'en:nutriscore-grade-a', 'en:vitamin-b2-source', 'es:recicla-amarillo', 'es:recicla-marron', 'pt:fonte-de-vitamina-d2']",b,75,56,60,69,66.8,100,"['Certified B Corporation', 'Vegan', 'FSC', 'Vegetarian']","['b_corp', 'vegan_ethics', 'sustainable_forestry', 'vegetarian_ethics']","['Certification evaluates a company’s social impact, governance practices, transparency, worker treatment, and environmental responsibility.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'FSC certification promotes responsible forest management, sustainable sourcing of wood and paper products, and protection of biodiversity and ecosystems.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score b. Matched 4 scoring signal(s): Certified B Corporation, Vegan, FSC, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/812/4689/front_en.455.400.jpg
food,5411188110835,"Alpro Mandeldrink, Original 1L",alpro,"Almond-based drinks, amandel, cashewdrink, plantaardige-drinks, plantaardige-zuivel-alternatieven, vegan-en-plantaardig, vegetarisch","No milk, Vegan, Calcium source, FSC Mix, No lactose, Nutriscore Grade B, Without addition of dairy products, Triman","['en:vegetarian', 'en:no-milk', 'en:vegan', 'en:calcium-source', 'en:fsc', 'en:fsc-mix', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-b', 'en:without-addition-of-dairy-products', 'fr:triman']",b,75,50,50,63,62.6,85,"['Vegan', 'FSC', 'Vegetarian']","['vegan_ethics', 'sustainable_forestry', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'FSC certification promotes responsible forest management, sustainable sourcing of wood and paper products, and protection of biodiversity and ecosystems.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score b. Matched 3 scoring signal(s): Vegan, FSC, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/811/0835/front_en.669.400.jpg
food,5411188119098,Natur mit Kokosnuss,alpro,Soy milk yogurts,"Low fat, Low sugar, No gluten, No milk, 100% vegetable, Calcium source, European Vegetarian Union Vegan, Green Dot, No lactose, Nutriscore Grade B, ProTerra, Rich in vegetable protein, The Vegan Society, Triman","['en:low-or-no-fat', 'en:low-or-no-sugar', 'en:vegetarian', 'en:low-fat', 'en:low-sugar', 'en:no-gluten', 'en:no-milk', 'en:source-of-proteins', 'en:vegan', 'en:100-vegetable', 'en:calcium-source', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:green-dot', 'en:high-proteins', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-b', 'en:proterra', 'en:rich-in-vegetable-protein', 'en:the-vegan-society', 'fr:triman']",a,85,50,50,63,66.6,70,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/811/9098/front_en.393.400.jpg
food,5411188125808,Mango ohne Zuckerzusatz,alpro,Tropical fruits soy yogurts,"No gluten, No GMOs, No milk, Calcium source, Certified B Corporation, European Vegetarian Union Vegan, No added sugar, Nutriscore Grade A, Rich in vegetable protein, Rich in vitamin B, Rich in vitamin B12, Rich in vitamin D, too good to go, Vitamin B12 source, Without sweeteners, Triman","['en:vegetarian', 'en:no-gluten', 'en:no-gmos', 'en:no-milk', 'en:source-of-proteins', 'en:vegan', 'en:calcium-source', 'en:certified-b-corporation', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:high-proteins', 'en:no-added-sugar', 'en:nutriscore', 'en:nutriscore-grade-a', 'en:rich-in-vegetable-protein', 'en:rich-in-vitamin-b', 'en:rich-in-vitamin-b12', 'en:rich-in-vitamin-d', 'en:too-good-to-go', 'en:vitamin-b12-source', 'en:without-sweeteners', 'fr:triman']",a,85,56,60,69,70.8,90,"['Certified B Corporation', 'Vegan', 'Vegetarian']","['b_corp', 'vegan_ethics', 'vegetarian_ethics']","['Certification evaluates a company’s social impact, governance practices, transparency, worker treatment, and environmental responsibility.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 3 scoring signal(s): Certified B Corporation, Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/812/5808/front_de.547.400.jpg
food,3073781131888,Frische Milch & Rahm / Lait frais & Crème,Kiri,"Cow cheeses, Cheeses for kids, Cheeses (perishable), Käse","No preservatives, FSC Mix, Triman","['en:no-preservatives', 'en:fsc', 'en:fsc-mix', 'fr:triman']",c,55,50,50,50,52.0,70,['FSC'],['sustainable_forestry'],"['FSC certification promotes responsible forest management, sustainable sourcing of wood and paper products, and protection of biodiversity and ecosystems.']",Environmental baseline uses Eco-Score c. Matched 1 scoring signal(s): FSC,https://images.openfoodfacts.org/images/products/307/378/113/1888/front_en.39.400.jpg
food,5411188137993,Danone ALPRO® Joghurt Soja Heidelbeere 400g,alpro,Fruit soy yogurts,"Low fat, No gluten, Certified B Corporation, European Vegetarian Union Vegan, High proteins, No lactose, Without addition of dairy products","['en:low-or-no-fat', 'en:vegetarian', 'en:low-fat', 'en:no-gluten', 'en:source-of-proteins', 'en:vegan', 'en:certified-b-corporation', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:high-proteins', 'en:no-lactose', 'en:without-addition-of-dairy-products']",a,85,56,60,69,70.8,90,"['Certified B Corporation', 'Vegan', 'Vegetarian']","['b_corp', 'vegan_ethics', 'vegetarian_ethics']","['Certification evaluates a company’s social impact, governance practices, transparency, worker treatment, and environmental responsibility.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 3 scoring signal(s): Certified B Corporation, Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/813/7993/front_de.172.400.jpg
food,5411188115496,Soja Milch,alpro,"Milk substitutes, Plantaardige drinks, Plantaardige zuivel alternatieven, Sojadrink, Vegan en plantaardig, Vegetarisch","No gluten, Vegan, No lactose, Nutriscore Grade A","['en:vegetarian', 'en:no-gluten', 'en:vegan', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-a']",unknown,50,50,50,63,52.6,30,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/811/5496/front_en.163.400.jpg
food,4025500287955,Kefir,müller,Kefir,,[],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/402/550/028/7955/front_en.25.400.jpg
food,7394376616501,Hafer Barista Edition,Oatly,"Oat-based drinks, haverdrink, plantaardige-drinks, plantaardige-zuivel-alternatieven, vegan-en-plantaardig, vegetarisch","No milk, Vegan, Carbon footprint, FSC Mix, Green Dot, No soy","['en:vegetarian', 'en:no-milk', 'en:vegan', 'en:carbon-footprint', 'en:fsc', 'en:fsc-mix', 'en:green-dot', 'en:no-soy', 'en:carbon-footprint']",b,75,50,50,63,62.6,85,"['Vegan', 'FSC', 'Vegetarian']","['vegan_ethics', 'sustainable_forestry', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'FSC certification promotes responsible forest management, sustainable sourcing of wood and paper products, and protection of biodiversity and ecosystems.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score b. Matched 3 scoring signal(s): Vegan, FSC, Vegetarian",https://images.openfoodfacts.org/images/products/739/437/661/6501/front_en.190.400.jpg
food,5411188131380,"Alpro Fermentiertes Kokosnussprodukt, Natur, Absolutely 350g",alpro,"Coconutmilk yogurts, pflanzliche-lebensmittel-und-getränke","No gluten, European Vegetarian Union Vegan, No lactose, Nutriscore","['en:vegetarian', 'en:no-gluten', 'en:vegan', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:no-lactose', 'en:nutriscore']",unknown,50,50,50,63,52.6,30,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/813/1380/front_en.178.400.jpg
food,5411188124269,"Alpro Joghurtalternative auf Sojabasis, Natur mit Hafer, 500 g",alpro,"Plain soy yogurts, fr:A","Low fat, Low sugar, 100% vegetable, Calcium source, European Vegetarian Union Vegan, Green Dot, High fibres, No lactose, No palm oil, Nutriscore Grade A, Triman, fr:Rico-en-proteinas-vegetales","['en:low-or-no-fat', 'en:low-or-no-sugar', 'en:vegetarian', 'en:low-fat', 'en:low-sugar', 'en:source-of-fibre', 'en:vegan', 'en:100-vegetable', 'en:calcium-source', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:green-dot', 'en:high-fibres', 'en:no-lactose', 'en:no-palm-oil', 'en:nutriscore', 'en:nutriscore-grade-a', 'fr:triman', 'fr:Rico-en-proteinas-vegetales']",a,85,50,50,63,66.6,70,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/812/4269/front_en.100.400.jpg
food,7622300315733,Philadelphia Original,"Mondelez, Philadelphia","Fresh cheeses, Cream cheeses, de:Frischkäsezubereitungen","Pasteurized, Green Dot, de:Für Vegetarier geeignet","['en:pasteurized', 'en:green-dot', 'de:Für Vegetarier geeignet']",d,30,50,50,50,42.0,55,[],[],[],Environmental baseline uses Eco-Score d. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/762/230/031/5733/front_de.232.400.jpg
food,5411188128649,"Alpro Fermentiertes Sojaprodukt, Erdbeere, Skyr style 400g",alpro,"Soy desserts, Strawberry soy yogurts, comida-no-láctea-fermentada","No gluten, European Vegetarian Union Vegan, No lactose, Nutriscore Grade A","['en:vegetarian', 'en:no-gluten', 'en:vegan', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-a']",a,85,50,50,63,66.6,70,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/812/8649/front_en.324.400.jpg
food,4001954161010,Original Irische Butter,"Kerrygold, Ornua Deutschland",Butters,Green Dot,['en:green-dot'],d,30,50,50,50,42.0,55,[],[],[],Environmental baseline uses Eco-Score d. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/400/195/416/1010/front_de.310.400.jpg
food,5411188138099,Danone ALPRO® Joghurt Soja Natur ungesüßt,alpro,Plain soy yogurts,"No gluten, Certified B Corporation, European Vegetarian Union Vegan, No lactose","['en:vegetarian', 'en:no-gluten', 'en:vegan', 'en:certified-b-corporation', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:no-lactose']",a,85,56,60,69,70.8,90,"['Certified B Corporation', 'Vegan', 'Vegetarian']","['b_corp', 'vegan_ethics', 'vegetarian_ethics']","['Certification evaluates a company’s social impact, governance practices, transparency, worker treatment, and environmental responsibility.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 3 scoring signal(s): Certified B Corporation, Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/813/8099/front_de.153.400.jpg
food,8719200282612,Lätta,Lätta,Light margarines,No palm oil,['en:no-palm-oil'],b,70,50,50,50,58.0,55,[],[],[],Environmental baseline uses Eco-Score b. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/871/920/028/2612/front_de.45.400.jpg
food,8001230000787,Parmigiano reggiano,Giovanni Ferrari,"Parmigiano-Reggiano, Fermentierte Lebensmittel, Fermentierte Milch, Italienischer Käse, Kuhmilchkäse, Käse, Milchprodukte","No lactose, PDO, Triman, fr:Autorizzazione-consorzio-parmigiano-reggiano-n-05-2012","['en:no-lactose', 'en:pdo', 'fr:triman', 'fr:Autorizzazione-consorzio-parmigiano-reggiano-n-05-2012']",d,30,50,50,50,42.0,55,[],[],[],Environmental baseline uses Eco-Score d. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/800/123/000/0787/front_de.79.400.jpg
food,5411188128588,"Alpro Fermentiertes Sojaprodukt, Ungesüßt, Skyr style 400g",alpro,Plain soy yogurts,"No gluten, Certified B Corporation, European Vegetarian Union Vegan, Green Dot, High proteins, No lactose, No sugar, Nutriscore Grade A, fr:Entrepreneurs + Engagés, Triman, de:proterra-certifié","['en:low-or-no-sugar', 'en:vegetarian', 'en:no-gluten', 'en:source-of-proteins', 'en:vegan', 'en:certified-b-corporation', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:green-dot', 'en:high-proteins', 'en:no-lactose', 'en:no-sugar', 'en:nutriscore', 'en:nutriscore-grade-a', 'fr:entrepreneurs-engages', 'fr:triman', 'de:proterra-certifié']",a,85,56,60,69,70.8,90,"['Certified B Corporation', 'Vegan', 'Vegetarian']","['b_corp', 'vegan_ethics', 'vegetarian_ethics']","['Certification evaluates a company’s social impact, governance practices, transparency, worker treatment, and environmental responsibility.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 3 scoring signal(s): Certified B Corporation, Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/812/8588/front_en.220.400.jpg
food,5411188130031,High Protein Soja Drink,alpro,"Soy-based drinks, Lactose-free milk, Getranke, Hulsenfruchte-und-hulsenfruchtprodukte, Hulsenfruchtmilch, Pflanzliche-getranke, Pflanzliche-lebensmittel-und-getranke, Protein-drinks, Tiefkuhlprodukte","No gluten, Ohne Gentechnik, Nutriscore Grade A, Rich in vegetable protein, The Vegan Society","['en:vegetarian', 'en:no-gluten', 'en:no-gmos', 'en:source-of-proteins', 'en:vegan', 'de:ohne-gentechnik', 'en:high-proteins', 'en:nutriscore', 'en:nutriscore-grade-a', 'en:rich-in-vegetable-protein', 'en:the-vegan-society']",a,87,50,50,68,68.4,75,"['Vegan', 'Ohne Gentechnik', 'Vegetarian']","['vegan_ethics', 'non_gmo', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates products are produced without genetic engineering, addressing consumer concerns about food production methods and transparency.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 3 scoring signal(s): Vegan, Ohne Gentechnik, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/813/0031/front_en.179.400.jpg
food,4056489687641,Milch Mandel ohne Zucker,Vemondo,"Almond-based drinks, getränke, pflanzliche-getränke","EG-Öko-Verordnung, DK-ØKO-100, EU/non-EU Agriculture, European Vegetarian Union Vegan, FSC Mix, No added sugar, Nutriscore Grade B","['en:vegetarian', 'en:organic', 'en:eu-organic', 'en:non-eu-agriculture', 'en:vegan', 'de:eg-öko-verordnung', 'en:dk-øko-100', 'en:eu-agriculture', 'en:eu-non-eu-agriculture', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:fsc', 'en:fsc-mix', 'en:no-added-sugar', 'en:nutriscore', 'en:nutriscore-grade-b']",a,95,50,50,63,70.6,100,"['Vegan', 'organic', 'FSC', 'Vegetarian']","['vegan_ethics', 'organic_certification', 'sustainable_forestry', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Product has an organic certification/claim, indicating more sustainable agricultural production.', 'FSC certification promotes responsible forest management, sustainable sourcing of wood and paper products, and protection of biodiversity and ecosystems.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 4 scoring signal(s): Vegan, organic, FSC, Vegetarian",https://images.openfoodfacts.org/images/products/405/648/968/7641/front_en.123.400.jpg
food,4056489258346,High Protein Joghurterzeugnis - Heidelbeere,Lidl,Greek-style yogurts,"Low fat, Green Dot, High proteins, No added sugar, No lactose, Nutriscore Grade A, With sweeteners","['en:low-or-no-fat', 'en:low-fat', 'en:source-of-proteins', 'en:green-dot', 'en:high-proteins', 'en:no-added-sugar', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-a', 'en:with-sweeteners']",a,85,50,50,50,64.0,55,[],[],[],Environmental baseline uses Eco-Score a. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/405/648/925/8346/front_en.250.400.jpg
food,5411188138013,Zitrone Limette aus Soja,alpro,Lemon soy yogurts,"No gluten, European Vegetarian Union Vegan, No lactose, Nutriscore Grade B","['en:vegetarian', 'en:no-gluten', 'en:vegan', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-b']",b,70,50,50,63,60.6,70,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score b. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/813/8013/front_de.56.400.jpg
food,40349558,EDEKA BUTTER Meggle Butter - Meggle Feine Süßrahmbutter 250g 2.29€ 1kg 9.16€,"EDEKA Meggle, Meggle",sweet cream butters,,[],d,30,50,50,50,42.0,55,[],[],[],Environmental baseline uses Eco-Score d. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/000/004/034/9558/front_de.147.400.jpg
food,5411188136347,"Alpro Fermentiertes Sojaprodukt, rote Früchte mit Datteln, ohne Zuckerzusatz 400g",alpro,Fruit soy yogurts,"Low fat, No gluten, Calcium source, Certified B Corporation, Contains soy, European Vegetarian Union Vegan, Green Dot, No added sugar, No lactose, Nutriscore Grade A, Rich in vegetable protein, Without addition of dairy products","['en:low-or-no-fat', 'en:vegetarian', 'en:low-fat', 'en:no-gluten', 'en:source-of-proteins', 'en:vegan', 'en:calcium-source', 'en:certified-b-corporation', 'en:contains-soy', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:green-dot', 'en:high-proteins', 'en:no-added-sugar', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-a', 'en:rich-in-vegetable-protein', 'en:without-addition-of-dairy-products']",a,85,56,60,69,70.8,90,"['Certified B Corporation', 'Vegan', 'Vegetarian']","['b_corp', 'vegan_ethics', 'vegetarian_ethics']","['Certification evaluates a company’s social impact, governance practices, transparency, worker treatment, and environmental responsibility.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score a. Matched 3 scoring signal(s): Certified B Corporation, Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/541/118/813/6347/front_de.109.400.jpg
food,8719200262140,Becel Vital,"Becel, Upfield",Margarines,"No preservatives, Vegan","['en:vegetarian', 'en:no-preservatives', 'en:vegan']",b,70,50,50,63,60.6,70,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score b. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/871/920/026/2140/front_de.17.400.jpg
food,20681937,Bio Vollkorn Penne Rigante,Naturgut Penny,"Noodles, Durum wheat penne, Durum wheat spaghetti, Penne rigate","French milk, FSC Mix, Nutriscore Grade A, Triman","['en:french-milk', 'en:fsc', 'en:fsc-mix', 'en:nutriscore', 'en:nutriscore-grade-a', 'fr:triman']",unknown,55,50,50,50,52.0,30,['FSC'],['sustainable_forestry'],"['FSC certification promotes responsible forest management, sustainable sourcing of wood and paper products, and protection of biodiversity and ecosystems.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): FSC,https://images.openfoodfacts.org/images/products/000/002/068/1937/front_en.117.400.jpg
food,7394376621932,Barista Edition Haferdrink,Oatly,"Haverdrink, Plantaardige drinks, Plantaardige zuivel alternatieven, Vegetarisch, vegan en plantaardig","No milk, Vegan, FSC Mix","['en:vegetarian', 'en:no-milk', 'en:vegan', 'en:fsc', 'en:fsc-mix']",unknown,55,50,50,63,54.6,45,"['Vegan', 'FSC', 'Vegetarian']","['vegan_ethics', 'sustainable_forestry', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'FSC certification promotes responsible forest management, sustainable sourcing of wood and paper products, and protection of biodiversity and ecosystems.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 3 scoring signal(s): Vegan, FSC, Vegetarian",https://images.openfoodfacts.org/images/products/739/437/662/1932/front_en.62.400.jpg
food,8719200233041,Margarine,Rama,Margarines,"100% vegetable, European Vegetarian Union Vegan, Natural ingredients","['en:vegetarian', 'en:vegan', 'en:100-vegetable', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:natural-ingredients']",b,70,50,50,63,60.6,70,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score b. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/871/920/023/3041/front_de.58.400.jpg
